file,section_type,json_path,setting,spanish_default,english_translation,status
templates/product.kids.json,main-product,sections.main.blocks.tab_shipping.settings,content,<p>Envío gratis en pedidos superiores a $50. Entrega estándar de 3 a 5 días hábiles.</p>,<p>Free shipping on orders over $50. Standard delivery 3–5 business days.</p>,translated
templates/product.kids.json,main-product,sections.main.blocks.tab_returns.settings,heading,Política de devoluciones,Return policy,translated
templates/product.kids.json,main-product,sections.main.blocks.tab_returns.settings,content,"<p>Ofrecemos una garantía de satisfacción de 30 días. Si no quedas conforme, contáctanos para un reembolso completo.</p>","<p>We offer a 30-day satisfaction guarantee. If you're not happy, contact us for a full refund.</p>",translated
templates/product.kids.json,main-product,sections.main.blocks.share.settings,share_label,Compartir,Share,translated
templates/product.kids.json,fgp-icon-strip,sections.fgp_icon_strip_9UJFwJ.settings,aria_label,Beneficios del producto,Product benefits,translated
templates/product.kids.json,fgp-icon-strip,sections.fgp_icon_strip_9UJFwJ.blocks.item_kQXbLK.settings,label,Probióticos a base de esporas,Spore based probiotics,translated
templates/product.kids.json,fgp-icon-strip,sections.fgp_icon_strip_9UJFwJ.blocks.item_k6jfBi.settings,label,Ingredientes de origen vegetal,Plant Based ingredients,translated
templates/product.kids.json,fgp-icon-strip,sections.fgp_icon_strip_9UJFwJ.blocks.item_9tHJwk.settings,label,Repone bacterias beneficiosas®,Replenishes Beneficial Bacteria®,translated
templates/product.kids.json,fgp-icon-strip,sections.fgp_icon_strip_9UJFwJ.blocks.item_D7DMG6.settings,label,Fortalece la barrera intestinal®,Strengthens Gut Barrier®,translated
templates/product.kids.json,fgp-icon-strip,sections.fgp_icon_strip_9UJFwJ.blocks.item_ArpCQp.settings,label,Mejora la absorción de nutrientes®,Improves Nutrient Absorption®,translated
templates/product.kids.json,fgp-icon-strip,sections.fgp_icon_strip_9UJFwJ.blocks.item_crjKxV.settings,label,Sin OGM,Non GMO,translated
templates/product.kids.json,fgp-kids-spotlight,sections.fgp_kids_spotlight_GX9tMK.settings,product_logo_alt,Probióticos para Niños,Kids Probiotics,translated
templates/product.kids.json,fgp-kids-spotlight,sections.fgp_kids_spotlight_GX9tMK.settings,badge_subtitle,Bacillus Subtilis,Bacillus Subtilis,identical
templates/product.kids.json,fgp-kids-spotlight,sections.fgp_kids_spotlight_GX9tMK.settings,note,No requiere refrigeración,No refrigeration required,translated
templates/product.kids.json,fgp-kids-spotlight,sections.fgp_kids_spotlight_GX9tMK.settings,description,<h1>Cada gomita contiene 2.500 millones de <em>Bacillus Subtilis</em>.</h1>,<h1>The gummies consist of 2.5 billion <em>Bacillus Subtilis</em> per gummy.</h1>,translated
templates/product.kids.json,fgp-kids-spotlight,sections.fgp_kids_spotlight_GX9tMK.settings,child_label,Niños,Children,translated
templates/product.kids.json,fgp-kids-spotlight,sections.fgp_kids_spotlight_GX9tMK.settings,adult_label,Adultos,Adults,translated
templates/product.kids.json,fgp-origin-card,sections.fgp_origin_card_Mhi8hB.settings,heading,Formulado en Costa Rica,Formulated in Costa Rica,translated
templates/product.kids.json,fgp-origin-card,sections.fgp_origin_card_Mhi8hB.settings,body,<p>Fabricado en Estados Unidos en instalaciones con estándares de la FDA y con materias primas bajo normas GMP.</p>,<p>Manufactured in United States in facilities with FDA standards with source materials from GMP.</p>,translated
templates/product.kids.json,fgp-origin-card,sections.fgp_origin_card_Mhi8hB.settings,cta_label,Explorar ingredientes,Explore Ingredients,translated
templates/product.kids.json,fgp-origin-card,sections.fgp_origin_card_Mhi8hB.blocks.cert_logo_7CtmGL.settings,logo_alt,Probiótico DE111,DE111 Probiotic,translated
templates/product.kids.json,fgp-origin-card,sections.fgp_origin_card_Mhi8hB.blocks.cert_logo_TKLwk3.settings,logo_alt,FDA,FDA,identical
templates/product.kids.json,fgp-origin-card,sections.fgp_origin_card_Mhi8hB.blocks.cert_logo_V744tW.settings,logo_alt,GMP,GMP,identical
templates/product.kids.json,fgp-origin-card,sections.fgp_origin_card_Mhi8hB.blocks.cert_logo_tBm7hE.settings,logo_alt,Hecho en EE. UU.,Made in USA,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.settings,eyebrow,RESPALDADO POR PROFESIONALES,TRUSTED BY PROFESSIONALS,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.settings,heading,Recomendado por médicos,Recommended by Doctors,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_1.settings,name,Dr. Nombre Apellido,Dr. Name Lastname,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_1.settings,specialty,Pediatra,Pediatrician,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_1.settings,quote,La fórmula de Probióticos para Niños es una de las más seguras y eficaces que he visto para la salud intestinal infantil.,The Kids Probiotics formula is one of the safest and most effective I've seen for children's gut health.,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_2.settings,name,Dr. Nombre Apellido,Dr. Name Lastname,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_2.settings,specialty,Gastroenteróloga pediátrica,Pediatric Gastroenterologist,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_2.settings,quote,Se lo recomiendo a padres de niños con dolores de barriga frecuentes o infecciones recurrentes.,I recommend this to parents of children with frequent tummy aches or recurring infections.,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_3.settings,name,Dr. Nombre Apellido,Dr. Name Lastname,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_3.settings,specialty,Nutricionista,Nutritionist,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_3.settings,quote,Un producto bien formulado que apoya la inmunidad y el desarrollo digestivo de los niños.,A well-formulated product that supports children's immunity and digestive development.,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.settings,eyebrow,¿TIENES PREGUNTAS?,GOT QUESTIONS?,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.settings,heading,"Los padres preguntan, nosotros respondemos","Parents Ask, We Answer",translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_1.settings,question,¿Cómo le doy Probióticos para Niños a mi hijo?,How do I give Kids Probiotics to my child?,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_1.settings,answer,<p>Dale 1 cápsula al día con una comida. Puedes abrir la cápsula y mezclar el contenido con comida o una bebida fría: no tiene sabor desagradable.</p>,<p>Give 1 capsule per day with a meal. You can open the capsule and mix the contents into food or a cold drink — it has no unpleasant taste.</p>,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_2.settings,question,¿A partir de qué edad se puede tomar?,What age is it suitable for?,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_2.settings,answer,"<p>Probióticos para Niños está formulado para niños a partir de 3 años. Para niños menores, consulta a tu pediatra.</p>","<p>Kids Probiotics is formulated for children aged 3 and older. For younger children, please consult your pediatrician.</p>",translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_3.settings,question,¿Es seguro darlo todos los días?,Is it safe to give every day?,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_3.settings,answer,"<p>Sí. La fórmula utiliza cepas probióticas bien estudiadas, seguras y beneficiosas para el uso diario en niños.</p>",<p>Yes. The formula uses well-studied probiotic strains that are safe and beneficial for daily use in children.</p>,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_4.settings,question,¿Cuándo empezará mi hijo a notar resultados?,When will my child start feeling results?,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_4.settings,answer,<p>La mayoría de los padres nota mejoras en la digestión y menos resfriados entre 3 y 6 semanas de uso diario constante.</p>,<p>Most parents notice improvements in digestion and fewer colds within 3–6 weeks of consistent daily use.</p>,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_5.settings,question,¿Contiene alérgenos?,Does it contain allergens?,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_5.settings,answer,"<p>Probióticos para Niños no contiene gluten, lácteos ni colorantes artificiales. Consulta la lista completa de ingredientes en la etiqueta si tu hijo tiene alergias conocidas.</p>","<p>Kids Probiotics is free from gluten, dairy, and artificial colors. Please read the full ingredient list on the label if your child has known allergies.</p>",translated
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.settings,eyebrow,LO QUE DICEN LOS PADRES,WHAT PARENTS SAY,translated
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.settings,heading,Preferido por las familias,Loved by Families,translated
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_1.settings,review,Los dolores de barriga de mi hija desaparecieron en el primer mes. ¡Hasta me recuerda que se lo dé todos los días!,My daughter's tummy aches disappeared within the first month. She even reminds me to give it to her every day!,translated
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_1.settings,name,Sofía L.,Sofía L.,identical
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_1.settings,location,"San José, Costa Rica","San José, Costa Rica",identical
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_2.settings,review,Mi hijo se enfermaba cada dos semanas. Desde que empezó con Probióticos para Niños casi no se ha enfermado. ¡Un cambio total!,My son used to get sick every other week. Since starting Kids Probiotics he's barely been sick. Game changer!,translated
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_2.settings,name,Ricardo M.,Ricardo M.,identical
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_2.settings,location,"Alajuela, Costa Rica","Alajuela, Costa Rica",identical
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_3.settings,review,Súper fácil de usar: lo mezclo en su batido y ni lo nota. Y los resultados hablan por sí solos.,So easy to use — I just mix it in his smoothie. He doesn't even notice it. And the results speak for themselves.,translated
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_3.settings,name,Carla V.,Carla V.,identical
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_3.settings,location,"Heredia, Costa Rica","Heredia, Costa Rica",identical
templates/product.kids.json,video,sections.video_agqNLD.settings,heading,Video,Video,identical
templates/product.kids.json,related-products,sections.related-products.settings,heading,También te puede gustar,You may also like,translated
templates/product.kit.json,main-product,sections.main.blocks.vendor.settings,text,{{ product.vendor }},{{ product.vendor }},identical
templates/product.kit.json,main-product,sections.main.blocks.tab_whats_included.settings,heading,Qué incluye,What's included,translated
templates/product.kit.json,main-product,sections.main.blocks.tab_whats_included.settings,content,"<p>Este kit incluye Synbiotic+, Probióticos para Niños y Stressbiotic®: un frasco completo de cada uno.</p>","<p>This kit includes Synbiotic+, Kids Probiotics, and Stressbiotic® — one full bottle of each.</p>",translated
templates/product.kit.json,main-product,sections.main.blocks.tab_shipping.settings,heading,Envíos,Shipping,translated
templates/product.kit.json,main-product,sections.main.blocks.tab_shipping.settings,content,<p>Envío gratis en pedidos superiores a $50. Entrega estándar de 3 a 5 días hábiles.</p>,<p>Free shipping on orders over $50. Standard delivery 3–5 business days.</p>,translated
templates/product.kit.json,main-product,sections.main.blocks.tab_returns.settings,heading,Política de devoluciones,Return policy,translated
templates/product.kit.json,main-product,sections.main.blocks.tab_returns.settings,content,"<p>Ofrecemos una garantía de satisfacción de 30 días. Si no quedas conforme, contáctanos para un reembolso completo.</p>","<p>We offer a 30-day satisfaction guarantee. If you're not happy, contact us for a full refund.</p>",translated
templates/product.kit.json,main-product,sections.main.blocks.share.settings,share_label,Compartir,Share,translated
templates/product.kit.json,fgp-icon-strip,sections.fgp_icon_strip_kit.settings,aria_label,Beneficios del kit,Kit benefits,translated
templates/product.kit.json,fgp-icon-strip,sections.fgp_icon_strip_kit.blocks.item_1.settings,label,Sistema completo para la salud intestinal,Complete gut health system,translated
templates/product.kit.json,fgp-icon-strip,sections.fgp_icon_strip_kit.blocks.item_2.settings,label,Un frasco de cada fórmula,One bottle of each formula,translated
templates/product.kit.json,fgp-icon-strip,sections.fgp_icon_strip_kit.blocks.item_3.settings,label,Ahorra frente a comprarlos por separado,Save vs. buying separately,translated
templates/product.kit.json,fgp-icon-strip,sections.fgp_icon_strip_kit.blocks.item_4.settings,label,Sin OGM,Non GMO,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.settings,heading,Qué contiene el kit,What's In The Kit,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.settings,cta_label,Comprar ahora,Shop Now,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_synbiotic.settings,eyebrow,ENZIMAS DIGESTIVAS,DIGESTIVE ENZYMES,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_synbiotic.settings,placeholder_title,Synbiotic+,Synbiotic+,identical
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_synbiotic.settings,cta_label,Comprar Synbiotic+,Shop Synbiotic+,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_kids.settings,eyebrow,NIÑOS,KIDS,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_kids.settings,placeholder_title,Probióticos para Niños,Kids Probiotics,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_kids.settings,cta_label,Comprar Probióticos para Niños,Shop Kids Probiotics,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_stressbiotic.settings,eyebrow,ESTRÉS + INTESTINO,STRESS + GUT,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_stressbiotic.settings,placeholder_title,Stressbiotic®,Stressbiotic®,identical
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_stressbiotic.settings,cta_label,Comprar Stressbiotic®,Shop Stressbiotic®,translated
templates/product.kit.json,fgp-origin-card,sections.fgp_origin_card_kit.settings,heading,Formulado en Costa Rica,Formulated in Costa Rica,translated
templates/product.kit.json,fgp-origin-card,sections.fgp_origin_card_kit.settings,body,<p>Fabricado en Estados Unidos en instalaciones con estándares de la FDA y con materias primas bajo normas GMP.</p>,<p>Manufactured in United States in facilities with FDA standards with source materials from GMP.</p>,translated
templates/product.kit.json,fgp-origin-card,sections.fgp_origin_card_kit.settings,cta_label,Explorar ingredientes,Explore Ingredients,translated
templates/product.kit.json,fgp-origin-card,sections.fgp_origin_card_kit.blocks.cert_logo_1.settings,logo_alt,Probiótico DE111,DE111 Probiotic,translated
templates/product.kit.json,fgp-origin-card,sections.fgp_origin_card_kit.blocks.cert_logo_2.settings,logo_alt,FDA,FDA,identical
templates/product.kit.json,fgp-origin-card,sections.fgp_origin_card_kit.blocks.cert_logo_3.settings,logo_alt,GMP,GMP,identical
templates/product.kit.json,fgp-origin-card,sections.fgp_origin_card_kit.blocks.cert_logo_4.settings,logo_alt,Hecho en EE. UU.,Made in USA,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.settings,eyebrow,¿TIENES PREGUNTAS?,GOT QUESTIONS?,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.settings,heading,Preguntas frecuentes,Frequently Asked Questions,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_1.settings,question,¿Qué incluye el kit?,What's included in the Kit?,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_1.settings,answer,"<p>Un frasco completo de Synbiotic+, Probióticos para Niños y Stressbiotic®.</p>","<p>One full bottle each of Synbiotic+, Kids Probiotics, and Stressbiotic®.</p>",translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_2.settings,question,¿Lo puede usar toda la familia?,Can the whole family use it?,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_2.settings,answer,"<p>Sí: el kit está diseñado para cubrir adultos, niños y el apoyo al eje intestino-cerebro en una sola compra.</p>","<p>Yes — the Kit is designed to cover adults, kids, and stress/gut-brain support in one purchase.</p>",translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_3.settings,question,¿Debo tomar los tres a la vez?,Do I take all three at once?,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_3.settings,answer,<p>No: cada producto tiene sus propias instrucciones de dosis en el frasco. Usa el que se ajuste a tus necesidades o a las de tu hijo.</p>,<p>No — each product has its own dosage instructions on the bottle. Use the one that matches your (or your child's) needs.</p>,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_4.settings,question,¿El kit es más barato que comprar por separado?,Is the Kit cheaper than buying separately?,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_4.settings,answer,"<p>Sí, el precio del kit es inferior al costo combinado de comprar cada producto por separado.</p>","<p>Yes, the Kit is priced below the combined cost of buying each product on its own.</p>",translated
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.settings,eyebrow,LO QUE DICEN NUESTROS CLIENTES,WHAT OUR CUSTOMERS SAY,translated
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.settings,heading,Preferido por las familias,Loved by Families,translated
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.blocks.rev_1.settings,review,Compré el kit para toda la familia: a los niños les encantan sus gomitas y por fin encontré algo que me ayuda con el estrés y la digestión a la vez.,Got the Kit for the whole family — kids love their gummies and I finally found something that helps with my stress and digestion together.,translated
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.blocks.rev_1.settings,name,Fernanda C.,Fernanda C.,identical
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.blocks.rev_1.settings,location,"San José, Costa Rica","San José, Costa Rica",identical
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.blocks.rev_2.settings,review,Excelente relación calidad-precio comprando los tres juntos en vez de por separado. Es fácil llevar el control de quién toma qué.,Great value buying all three together instead of separately. Easy to keep track of who takes what.,translated
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.blocks.rev_2.settings,name,Luis A.,Luis A.,identical
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.blocks.rev_2.settings,location,"Heredia, Costa Rica","Heredia, Costa Rica",identical
templates/product.kit.json,related-products,sections.related-products.settings,heading,También te puede gustar,You may also like,translated
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.vendor.settings,text,{{ product.vendor }},{{ product.vendor }},identical
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.tab_materials.settings,heading,Materiales y cuidado,Materials & care,translated
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.tab_materials.settings,content,"<p>Construcción duradera y apta para alimentos, con cierre magnético seguro. Límpialo con un paño seco o ligeramente húmedo.</p>","<p>Durable, food-safe construction with a secure magnetic close. Wipe clean with a dry or lightly damp cloth.</p>",translated
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.tab_shipping.settings,heading,Envíos,Shipping,translated
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.tab_shipping.settings,content,<p>Envío gratis en pedidos superiores a $50. Entrega estándar de 3 a 5 días hábiles.</p>,<p>Free shipping on orders over $50. Standard delivery 3–5 business days.</p>,translated
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.tab_returns.settings,heading,Política de devoluciones,Return policy,translated
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.tab_returns.settings,content,"<p>Ofrecemos una garantía de satisfacción de 30 días. Si no quedas conforme, contáctanos para un reembolso completo.</p>","<p>We offer a 30-day satisfaction guarantee. If you're not happy, contact us for a full refund.</p>",translated
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.share.settings,share_label,Compartir,Share,translated
templates/product.magnetic-pill-container.json,fgp-icon-strip,sections.fgp_icon_strip_pillcase.settings,aria_label,Características del producto,Product features,translated
templates/product.magnetic-pill-container.json,fgp-icon-strip,sections.fgp_icon_strip_pillcase.blocks.item_1.settings,label,Cierre magnético seguro,Secure magnetic close,translated
templates/product.magnetic-pill-container.json,fgp-icon-strip,sections.fgp_icon_strip_pillcase.blocks.item_2.settings,label,Ideal para viajar,Travel friendly,translated
templates/product.magnetic-pill-container.json,fgp-icon-strip,sections.fgp_icon_strip_pillcase.blocks.item_3.settings,label,Materiales aptos para alimentos,Food-safe materials,translated
templates/product.magnetic-pill-container.json,fgp-icon-strip,sections.fgp_icon_strip_pillcase.blocks.item_4.settings,label,Fácil de limpiar,Easy to clean,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.settings,eyebrow,DISEÑADO PARA TU RUTINA,DESIGNED FOR YOUR ROUTINE,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.settings,heading,Hecho para mantenerte al día,Built to Keep You On Track,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_1.settings,label,Cierre magnético,Magnetic Close,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_1.settings,sublabel,Cierra con firmeza y se mantiene cerrado en el trayecto,"Snaps shut securely, stays closed in transit",translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_2.settings,label,Diseño compacto,Compact Design,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_2.settings,sublabel,"Cabe en un bolso, cartera o bolsillo","Fits in a bag, purse, or pocket",translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_3.settings,label,Varios compartimentos,Multi-Compartment,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_3.settings,sublabel,Mantén las dosis diarias organizadas y separadas,Keep daily doses organized and separated,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_4.settings,label,Construcción duradera,Durable Build,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_4.settings,sublabel,Materiales aptos para alimentos hechos para durar,Food-safe materials made to last,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.settings,eyebrow,¿TIENES PREGUNTAS?,GOT QUESTIONS?,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.settings,heading,Preguntas frecuentes,Frequently Asked Questions,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_1.settings,question,¿De qué está hecho?,What is it made of?,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_1.settings,answer,"<p>Materiales duraderos y aptos para alimentos, diseñados para el uso diario y una limpieza sencilla.</p>","<p>Durable, food-safe materials designed for daily use and easy cleaning.</p>",translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_2.settings,question,¿Cómo funciona el cierre magnético?,How does the magnetic close work?,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_2.settings,answer,"<p>La tapa se cierra con un imán integrado, manteniéndola bien cerrada durante los viajes o dentro del bolso.</p>","<p>The lid snaps shut with a built-in magnet, keeping it securely closed while traveling or in a bag.</p>",translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_3.settings,question,¿Cuántos compartimentos tiene?,How many compartments does it have?,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_3.settings,answer,<p>Varios compartimentos para que organices las dosis por hora del día o por producto.</p>,<p>Multiple compartments so you can organize doses by time of day or by product.</p>,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_4.settings,question,¿Cómo lo limpio?,How do I clean it?,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_4.settings,answer,<p>Límpialo con un paño seco o ligeramente húmedo. Evita sumergirlo en agua.</p>,<p>Wipe clean with a dry or lightly damp cloth. Avoid submerging in water.</p>,translated
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.settings,eyebrow,LO QUE DICEN NUESTROS CLIENTES,WHAT OUR CUSTOMERS SAY,translated
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.settings,heading,Preferido por los clientes,Loved by Customers,translated
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.blocks.rev_1.settings,review,"Tamaño perfecto para mi bolso y la tapa magnética de verdad se mantiene cerrada, a diferencia de mi pastillero anterior.","Perfect size for my bag and the magnetic lid actually stays shut, unlike my old pill case.",translated
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.blocks.rev_1.settings,name,Patricia N.,Patricia N.,identical
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.blocks.rev_1.settings,location,"San José, Costa Rica","San José, Costa Rica",identical
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.blocks.rev_2.settings,review,Muy buena calidad y se ve mucho mejor que un pastillero de plástico común.,Great quality and looks a lot nicer than a typical plastic pill organizer.,translated
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.blocks.rev_2.settings,name,Jorge S.,Jorge S.,identical
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.blocks.rev_2.settings,location,"Alajuela, Costa Rica","Alajuela, Costa Rica",identical
templates/product.magnetic-pill-container.json,related-products,sections.related-products.settings,heading,También te puede gustar,You may also like,translated
templates/product.stressbiotic.json,main-product,sections.main.blocks.vendor.settings,text,{{ product.vendor }},{{ product.vendor }},identical
templates/product.stressbiotic.json,main-product,sections.main.blocks.tab_dosage.settings,heading,Dosis,Dosage,translated
templates/product.stressbiotic.json,main-product,sections.main.blocks.tab_dosage.settings,content,"<p>Toma 2 cápsulas una vez al día, preferiblemente con una comida.</p>","<p>Take 2 capsules once a day, preferably with a meal.</p>",translated
templates/product.stressbiotic.json,main-product,sections.main.blocks.tab_shipping.settings,heading,Envíos,Shipping,translated
templates/product.stressbiotic.json,main-product,sections.main.blocks.tab_shipping.settings,content,<p>Envío gratis en pedidos superiores a $50. Entrega estándar de 3 a 5 días hábiles.</p>,<p>Free shipping on orders over $50. Standard delivery 3–5 business days.</p>,translated
templates/product.stressbiotic.json,main-product,sections.main.blocks.tab_returns.settings,heading,Política de devoluciones,Return policy,translated
