file,section_type,json_path,setting,english,spanish,status
templates/product.kids.json,main-product,sections.main.blocks.tab_shipping.settings,content,<p>Free shipping on orders over $50. Standard delivery 3–5 business days.</p>,<p>Envío gratis en pedidos superiores a $50. Entrega estándar de 3 a 5 días hábiles.</p>,translated
templates/product.kids.json,main-product,sections.main.blocks.tab_returns.settings,heading,Return policy,Política de devoluciones,translated
templates/product.kids.json,main-product,sections.main.blocks.tab_returns.settings,content,"<p>We offer a 30-day satisfaction guarantee. If you're not happy, contact us for a full refund.</p>","<p>Ofrecemos una garantía de satisfacción de 30 días. Si no quedas conforme, contáctanos para un reembolso completo.</p>",translated
templates/product.kids.json,main-product,sections.main.blocks.share.settings,share_label,Share,Compartir,translated
templates/product.kids.json,fgp-icon-strip,sections.fgp_icon_strip_9UJFwJ.settings,aria_label,Product benefits,Beneficios del producto,translated
templates/product.kids.json,fgp-icon-strip,sections.fgp_icon_strip_9UJFwJ.blocks.item_kQXbLK.settings,label,Spore based probiotics,Probióticos a base de esporas,translated
templates/product.kids.json,fgp-icon-strip,sections.fgp_icon_strip_9UJFwJ.blocks.item_k6jfBi.settings,label,Plant Based ingredients,Ingredientes de origen vegetal,translated
templates/product.kids.json,fgp-icon-strip,sections.fgp_icon_strip_9UJFwJ.blocks.item_9tHJwk.settings,label,Replenishes Beneficial Bacteria®,Repone bacterias beneficiosas®,translated
templates/product.kids.json,fgp-icon-strip,sections.fgp_icon_strip_9UJFwJ.blocks.item_D7DMG6.settings,label,Strengthens Gut Barrier®,Fortalece la barrera intestinal®,translated
templates/product.kids.json,fgp-icon-strip,sections.fgp_icon_strip_9UJFwJ.blocks.item_ArpCQp.settings,label,Improves Nutrient Absorption®,Mejora la absorción de nutrientes®,translated
templates/product.kids.json,fgp-icon-strip,sections.fgp_icon_strip_9UJFwJ.blocks.item_crjKxV.settings,label,Non GMO,Sin OGM,translated
templates/product.kids.json,fgp-kids-spotlight,sections.fgp_kids_spotlight_GX9tMK.settings,product_logo_alt,Kids Probiotics,Probióticos para Niños,translated
templates/product.kids.json,fgp-kids-spotlight,sections.fgp_kids_spotlight_GX9tMK.settings,badge_subtitle,Bacillus Subtilis,Bacillus Subtilis,translated
templates/product.kids.json,fgp-kids-spotlight,sections.fgp_kids_spotlight_GX9tMK.settings,note,No refrigeration required,No requiere refrigeración,translated
templates/product.kids.json,fgp-kids-spotlight,sections.fgp_kids_spotlight_GX9tMK.settings,description,<h1>The gummies consist of 2.5 billion <em>Bacillus Subtilis</em> per gummy.</h1>,<h1>Cada gomita contiene 2.500 millones de <em>Bacillus Subtilis</em>.</h1>,translated
templates/product.kids.json,fgp-kids-spotlight,sections.fgp_kids_spotlight_GX9tMK.settings,child_label,Children,Niños,translated
templates/product.kids.json,fgp-kids-spotlight,sections.fgp_kids_spotlight_GX9tMK.settings,adult_label,Adults,Adultos,translated
templates/product.kids.json,fgp-origin-card,sections.fgp_origin_card_Mhi8hB.settings,heading,Formulated in Costa Rica,Formulado en Costa Rica,translated
templates/product.kids.json,fgp-origin-card,sections.fgp_origin_card_Mhi8hB.settings,body,<p>Manufactured in United States in facilities with FDA standards with source materials from GMP.</p>,<p>Fabricado en Estados Unidos en instalaciones con estándares de la FDA y con materias primas bajo normas GMP.</p>,translated
templates/product.kids.json,fgp-origin-card,sections.fgp_origin_card_Mhi8hB.settings,cta_label,Explore Ingredients,Explorar ingredientes,translated
templates/product.kids.json,fgp-origin-card,sections.fgp_origin_card_Mhi8hB.blocks.cert_logo_7CtmGL.settings,logo_alt,DE111 Probiotic,Probiótico DE111,translated
templates/product.kids.json,fgp-origin-card,sections.fgp_origin_card_Mhi8hB.blocks.cert_logo_TKLwk3.settings,logo_alt,FDA,FDA,translated
templates/product.kids.json,fgp-origin-card,sections.fgp_origin_card_Mhi8hB.blocks.cert_logo_V744tW.settings,logo_alt,GMP,GMP,translated
templates/product.kids.json,fgp-origin-card,sections.fgp_origin_card_Mhi8hB.blocks.cert_logo_tBm7hE.settings,logo_alt,Made in USA,Hecho en EE. UU.,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.settings,eyebrow,TRUSTED BY PROFESSIONALS,RESPALDADO POR PROFESIONALES,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.settings,heading,Recommended by Doctors,Recomendado por médicos,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_1.settings,name,Dr. Name Lastname,Dr. Nombre Apellido,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_1.settings,specialty,Pediatrician,Pediatra,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_1.settings,quote,The Kids Probiotics formula is one of the safest and most effective I've seen for children's gut health.,La fórmula de Probióticos para Niños es una de las más seguras y eficaces que he visto para la salud intestinal infantil.,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_2.settings,name,Dr. Name Lastname,Dr. Nombre Apellido,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_2.settings,specialty,Pediatric Gastroenterologist,Gastroenteróloga pediátrica,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_2.settings,quote,I recommend this to parents of children with frequent tummy aches or recurring infections.,Se lo recomiendo a padres de niños con dolores de barriga frecuentes o infecciones recurrentes.,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_3.settings,name,Dr. Name Lastname,Dr. Nombre Apellido,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_3.settings,specialty,Nutritionist,Nutricionista,translated
templates/product.kids.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_kids.blocks.doc_3.settings,quote,A well-formulated product that supports children's immunity and digestive development.,Un producto bien formulado que apoya la inmunidad y el desarrollo digestivo de los niños.,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.settings,eyebrow,GOT QUESTIONS?,¿TIENES PREGUNTAS?,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.settings,heading,"Parents Ask, We Answer","Los padres preguntan, nosotros respondemos",translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_1.settings,question,How do I give Kids Probiotics to my child?,¿Cómo le doy Probióticos para Niños a mi hijo?,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_1.settings,answer,<p>Give 1 capsule per day with a meal. You can open the capsule and mix the contents into food or a cold drink — it has no unpleasant taste.</p>,<p>Dale 1 cápsula al día con una comida. Puedes abrir la cápsula y mezclar el contenido con comida o una bebida fría: no tiene sabor desagradable.</p>,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_2.settings,question,What age is it suitable for?,¿A partir de qué edad se puede tomar?,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_2.settings,answer,"<p>Kids Probiotics is formulated for children aged 3 and older. For younger children, please consult your pediatrician.</p>","<p>Probióticos para Niños está formulado para niños a partir de 3 años. Para niños menores, consulta a tu pediatra.</p>",translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_3.settings,question,Is it safe to give every day?,¿Es seguro darlo todos los días?,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_3.settings,answer,<p>Yes. The formula uses well-studied probiotic strains that are safe and beneficial for daily use in children.</p>,"<p>Sí. La fórmula utiliza cepas probióticas bien estudiadas, seguras y beneficiosas para el uso diario en niños.</p>",translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_4.settings,question,When will my child start feeling results?,¿Cuándo empezará mi hijo a notar resultados?,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_4.settings,answer,<p>Most parents notice improvements in digestion and fewer colds within 3–6 weeks of consistent daily use.</p>,<p>La mayoría de los padres nota mejoras en la digestión y menos resfriados entre 3 y 6 semanas de uso diario constante.</p>,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_5.settings,question,Does it contain allergens?,¿Contiene alérgenos?,translated
templates/product.kids.json,fgp-product-faq,sections.fgp_product_faq_kids.blocks.faq_5.settings,answer,"<p>Kids Probiotics is free from gluten, dairy, and artificial colors. Please read the full ingredient list on the label if your child has known allergies.</p>","<p>Probióticos para Niños no contiene gluten, lácteos ni colorantes artificiales. Consulta la lista completa de ingredientes en la etiqueta si tu hijo tiene alergias conocidas.</p>",translated
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.settings,eyebrow,WHAT PARENTS SAY,LO QUE DICEN LOS PADRES,translated
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.settings,heading,Loved by Families,Preferido por las familias,translated
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_1.settings,review,My daughter's tummy aches disappeared within the first month. She even reminds me to give it to her every day!,Los dolores de barriga de mi hija desaparecieron en el primer mes. ¡Hasta me recuerda que se lo dé todos los días!,translated
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_1.settings,name,Sofía L.,Sofía L.,identical
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_1.settings,location,"San José, Costa Rica","San José, Costa Rica",identical
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_2.settings,review,My son used to get sick every other week. Since starting Kids Probiotics he's barely been sick. Game changer!,Mi hijo se enfermaba cada dos semanas. Desde que empezó con Probióticos para Niños casi no se ha enfermado. ¡Un cambio total!,translated
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_2.settings,name,Ricardo M.,Ricardo M.,identical
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_2.settings,location,"Alajuela, Costa Rica","Alajuela, Costa Rica",identical
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_3.settings,review,So easy to use — I just mix it in his smoothie. He doesn't even notice it. And the results speak for themselves.,Súper fácil de usar: lo mezclo en su batido y ni lo nota. Y los resultados hablan por sí solos.,translated
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_3.settings,name,Carla V.,Carla V.,identical
templates/product.kids.json,fgp-customer-reviews,sections.fgp_customer_reviews_kids.blocks.rev_3.settings,location,"Heredia, Costa Rica","Heredia, Costa Rica",identical
templates/product.kids.json,video,sections.video_agqNLD.settings,heading,Video,Video,translated
templates/product.kids.json,related-products,sections.related-products.settings,heading,You may also like,También te puede gustar,translated
templates/product.kit.json,main-product,sections.main.blocks.vendor.settings,text,{{ product.vendor }},{{ product.vendor }},identical
templates/product.kit.json,main-product,sections.main.blocks.tab_whats_included.settings,heading,What's included,Qué incluye,translated
templates/product.kit.json,main-product,sections.main.blocks.tab_whats_included.settings,content,"<p>This kit includes Synbiotic+, Kids Probiotics, and Stressbiotic® — one full bottle of each.</p>","<p>Este kit incluye Synbiotic+, Probióticos para Niños y Stressbiotic®: un frasco completo de cada uno.</p>",translated
templates/product.kit.json,main-product,sections.main.blocks.tab_shipping.settings,heading,Shipping,Envíos,translated
templates/product.kit.json,main-product,sections.main.blocks.tab_shipping.settings,content,<p>Free shipping on orders over $50. Standard delivery 3–5 business days.</p>,<p>Envío gratis en pedidos superiores a $50. Entrega estándar de 3 a 5 días hábiles.</p>,translated
templates/product.kit.json,main-product,sections.main.blocks.tab_returns.settings,heading,Return policy,Política de devoluciones,translated
templates/product.kit.json,main-product,sections.main.blocks.tab_returns.settings,content,"<p>We offer a 30-day satisfaction guarantee. If you're not happy, contact us for a full refund.</p>","<p>Ofrecemos una garantía de satisfacción de 30 días. Si no quedas conforme, contáctanos para un reembolso completo.</p>",translated
templates/product.kit.json,main-product,sections.main.blocks.share.settings,share_label,Share,Compartir,translated
templates/product.kit.json,fgp-icon-strip,sections.fgp_icon_strip_kit.settings,aria_label,Kit benefits,Beneficios del kit,translated
templates/product.kit.json,fgp-icon-strip,sections.fgp_icon_strip_kit.blocks.item_1.settings,label,Complete gut health system,Sistema completo para la salud intestinal,translated
templates/product.kit.json,fgp-icon-strip,sections.fgp_icon_strip_kit.blocks.item_2.settings,label,One bottle of each formula,Un frasco de cada fórmula,translated
templates/product.kit.json,fgp-icon-strip,sections.fgp_icon_strip_kit.blocks.item_3.settings,label,Save vs. buying separately,Ahorra frente a comprarlos por separado,translated
templates/product.kit.json,fgp-icon-strip,sections.fgp_icon_strip_kit.blocks.item_4.settings,label,Non GMO,Sin OGM,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.settings,heading,What's In The Kit,Qué contiene el kit,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.settings,cta_label,Shop Now,Comprar ahora,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_synbiotic.settings,eyebrow,DIGESTIVE ENZYMES,ENZIMAS DIGESTIVAS,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_synbiotic.settings,placeholder_title,Synbiotic+,Synbiotic+,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_synbiotic.settings,cta_label,Shop Synbiotic+,Comprar Synbiotic+,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_kids.settings,eyebrow,KIDS,NIÑOS,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_kids.settings,placeholder_title,Kids Probiotics,Probióticos para Niños,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_kids.settings,cta_label,Shop Kids Probiotics,Comprar Probióticos para Niños,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_stressbiotic.settings,eyebrow,STRESS + GUT,ESTRÉS + INTESTINO,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_stressbiotic.settings,placeholder_title,Stressbiotic®,Stressbiotic®,translated
templates/product.kit.json,fgp-products-grid,sections.fgp_products_grid_kit.blocks.prod_stressbiotic.settings,cta_label,Shop Stressbiotic®,Comprar Stressbiotic®,translated
templates/product.kit.json,fgp-origin-card,sections.fgp_origin_card_kit.settings,heading,Formulated in Costa Rica,Formulado en Costa Rica,translated
templates/product.kit.json,fgp-origin-card,sections.fgp_origin_card_kit.settings,body,<p>Manufactured in United States in facilities with FDA standards with source materials from GMP.</p>,<p>Fabricado en Estados Unidos en instalaciones con estándares de la FDA y con materias primas bajo normas GMP.</p>,translated
templates/product.kit.json,fgp-origin-card,sections.fgp_origin_card_kit.settings,cta_label,Explore Ingredients,Explorar ingredientes,translated
templates/product.kit.json,fgp-origin-card,sections.fgp_origin_card_kit.blocks.cert_logo_1.settings,logo_alt,DE111 Probiotic,Probiótico DE111,translated
templates/product.kit.json,fgp-origin-card,sections.fgp_origin_card_kit.blocks.cert_logo_2.settings,logo_alt,FDA,FDA,translated
templates/product.kit.json,fgp-origin-card,sections.fgp_origin_card_kit.blocks.cert_logo_3.settings,logo_alt,GMP,GMP,translated
templates/product.kit.json,fgp-origin-card,sections.fgp_origin_card_kit.blocks.cert_logo_4.settings,logo_alt,Made in USA,Hecho en EE. UU.,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.settings,eyebrow,GOT QUESTIONS?,¿TIENES PREGUNTAS?,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.settings,heading,Frequently Asked Questions,Preguntas frecuentes,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_1.settings,question,What's included in the Kit?,¿Qué incluye el kit?,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_1.settings,answer,"<p>One full bottle each of Synbiotic+, Kids Probiotics, and Stressbiotic®.</p>","<p>Un frasco completo de Synbiotic+, Probióticos para Niños y Stressbiotic®.</p>",translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_2.settings,question,Can the whole family use it?,¿Lo puede usar toda la familia?,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_2.settings,answer,"<p>Yes — the Kit is designed to cover adults, kids, and stress/gut-brain support in one purchase.</p>","<p>Sí: el kit está diseñado para cubrir adultos, niños y el apoyo al eje intestino-cerebro en una sola compra.</p>",translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_3.settings,question,Do I take all three at once?,¿Debo tomar los tres a la vez?,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_3.settings,answer,<p>No — each product has its own dosage instructions on the bottle. Use the one that matches your (or your child's) needs.</p>,<p>No: cada producto tiene sus propias instrucciones de dosis en el frasco. Usa el que se ajuste a tus necesidades o a las de tu hijo.</p>,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_4.settings,question,Is the Kit cheaper than buying separately?,¿El kit es más barato que comprar por separado?,translated
templates/product.kit.json,fgp-product-faq,sections.fgp_product_faq_kit.blocks.faq_4.settings,answer,"<p>Yes, the Kit is priced below the combined cost of buying each product on its own.</p>","<p>Sí, el precio del kit es inferior al costo combinado de comprar cada producto por separado.</p>",translated
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.settings,eyebrow,WHAT OUR CUSTOMERS SAY,LO QUE DICEN NUESTROS CLIENTES,translated
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.settings,heading,Loved by Families,Preferido por las familias,translated
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.blocks.rev_1.settings,review,Got the Kit for the whole family — kids love their gummies and I finally found something that helps with my stress and digestion together.,Compré el kit para toda la familia: a los niños les encantan sus gomitas y por fin encontré algo que me ayuda con el estrés y la digestión a la vez.,translated
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.blocks.rev_1.settings,name,Fernanda C.,Fernanda C.,identical
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.blocks.rev_1.settings,location,"San José, Costa Rica","San José, Costa Rica",identical
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.blocks.rev_2.settings,review,Great value buying all three together instead of separately. Easy to keep track of who takes what.,Excelente relación calidad-precio comprando los tres juntos en vez de por separado. Es fácil llevar el control de quién toma qué.,translated
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.blocks.rev_2.settings,name,Luis A.,Luis A.,identical
templates/product.kit.json,fgp-customer-reviews,sections.fgp_customer_reviews_kit.blocks.rev_2.settings,location,"Heredia, Costa Rica","Heredia, Costa Rica",identical
templates/product.kit.json,related-products,sections.related-products.settings,heading,You may also like,También te puede gustar,translated
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.vendor.settings,text,{{ product.vendor }},{{ product.vendor }},identical
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.tab_materials.settings,heading,Materials & care,Materiales y cuidado,translated
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.tab_materials.settings,content,"<p>Durable, food-safe construction with a secure magnetic close. Wipe clean with a dry or lightly damp cloth.</p>","<p>Construcción duradera y apta para alimentos, con cierre magnético seguro. Límpialo con un paño seco o ligeramente húmedo.</p>",translated
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.tab_shipping.settings,heading,Shipping,Envíos,translated
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.tab_shipping.settings,content,<p>Free shipping on orders over $50. Standard delivery 3–5 business days.</p>,<p>Envío gratis en pedidos superiores a $50. Entrega estándar de 3 a 5 días hábiles.</p>,translated
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.tab_returns.settings,heading,Return policy,Política de devoluciones,translated
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.tab_returns.settings,content,"<p>We offer a 30-day satisfaction guarantee. If you're not happy, contact us for a full refund.</p>","<p>Ofrecemos una garantía de satisfacción de 30 días. Si no quedas conforme, contáctanos para un reembolso completo.</p>",translated
templates/product.magnetic-pill-container.json,main-product,sections.main.blocks.share.settings,share_label,Share,Compartir,translated
templates/product.magnetic-pill-container.json,fgp-icon-strip,sections.fgp_icon_strip_pillcase.settings,aria_label,Product features,Características del producto,translated
templates/product.magnetic-pill-container.json,fgp-icon-strip,sections.fgp_icon_strip_pillcase.blocks.item_1.settings,label,Secure magnetic close,Cierre magnético seguro,translated
templates/product.magnetic-pill-container.json,fgp-icon-strip,sections.fgp_icon_strip_pillcase.blocks.item_2.settings,label,Travel friendly,Ideal para viajar,translated
templates/product.magnetic-pill-container.json,fgp-icon-strip,sections.fgp_icon_strip_pillcase.blocks.item_3.settings,label,Food-safe materials,Materiales aptos para alimentos,translated
templates/product.magnetic-pill-container.json,fgp-icon-strip,sections.fgp_icon_strip_pillcase.blocks.item_4.settings,label,Easy to clean,Fácil de limpiar,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.settings,eyebrow,DESIGNED FOR YOUR ROUTINE,DISEÑADO PARA TU RUTINA,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.settings,heading,Built to Keep You On Track,Hecho para mantenerte al día,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_1.settings,label,Magnetic Close,Cierre magnético,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_1.settings,sublabel,"Snaps shut securely, stays closed in transit",Cierra con firmeza y se mantiene cerrado en el trayecto,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_2.settings,label,Compact Design,Diseño compacto,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_2.settings,sublabel,"Fits in a bag, purse, or pocket","Cabe en un bolso, cartera o bolsillo",translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_3.settings,label,Multi-Compartment,Varios compartimentos,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_3.settings,sublabel,Keep daily doses organized and separated,Mantén las dosis diarias organizadas y separadas,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_4.settings,label,Durable Build,Construcción duradera,translated
templates/product.magnetic-pill-container.json,fgp-product-benefits,sections.fgp_features_pillcase.blocks.feat_4.settings,sublabel,Food-safe materials made to last,Materiales aptos para alimentos hechos para durar,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.settings,eyebrow,GOT QUESTIONS?,¿TIENES PREGUNTAS?,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.settings,heading,Frequently Asked Questions,Preguntas frecuentes,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_1.settings,question,What is it made of?,¿De qué está hecho?,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_1.settings,answer,"<p>Durable, food-safe materials designed for daily use and easy cleaning.</p>","<p>Materiales duraderos y aptos para alimentos, diseñados para el uso diario y una limpieza sencilla.</p>",translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_2.settings,question,How does the magnetic close work?,¿Cómo funciona el cierre magnético?,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_2.settings,answer,"<p>The lid snaps shut with a built-in magnet, keeping it securely closed while traveling or in a bag.</p>","<p>La tapa se cierra con un imán integrado, manteniéndola bien cerrada durante los viajes o dentro del bolso.</p>",translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_3.settings,question,How many compartments does it have?,¿Cuántos compartimentos tiene?,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_3.settings,answer,<p>Multiple compartments so you can organize doses by time of day or by product.</p>,<p>Varios compartimentos para que organices las dosis por hora del día o por producto.</p>,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_4.settings,question,How do I clean it?,¿Cómo lo limpio?,translated
templates/product.magnetic-pill-container.json,fgp-product-faq,sections.fgp_product_faq_pillcase.blocks.faq_4.settings,answer,<p>Wipe clean with a dry or lightly damp cloth. Avoid submerging in water.</p>,<p>Límpialo con un paño seco o ligeramente húmedo. Evita sumergirlo en agua.</p>,translated
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.settings,eyebrow,WHAT OUR CUSTOMERS SAY,LO QUE DICEN NUESTROS CLIENTES,translated
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.settings,heading,Loved by Customers,Preferido por los clientes,translated
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.blocks.rev_1.settings,review,"Perfect size for my bag and the magnetic lid actually stays shut, unlike my old pill case.","Tamaño perfecto para mi bolso y la tapa magnética de verdad se mantiene cerrada, a diferencia de mi pastillero anterior.",translated
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.blocks.rev_1.settings,name,Patricia N.,Patricia N.,identical
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.blocks.rev_1.settings,location,"San José, Costa Rica","San José, Costa Rica",identical
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.blocks.rev_2.settings,review,Great quality and looks a lot nicer than a typical plastic pill organizer.,Muy buena calidad y se ve mucho mejor que un pastillero de plástico común.,translated
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.blocks.rev_2.settings,name,Jorge S.,Jorge S.,identical
templates/product.magnetic-pill-container.json,fgp-customer-reviews,sections.fgp_customer_reviews_pillcase.blocks.rev_2.settings,location,"Alajuela, Costa Rica","Alajuela, Costa Rica",identical
templates/product.magnetic-pill-container.json,related-products,sections.related-products.settings,heading,You may also like,También te puede gustar,translated
templates/product.stressbiotic.json,main-product,sections.main.blocks.vendor.settings,text,{{ product.vendor }},{{ product.vendor }},identical
templates/product.stressbiotic.json,main-product,sections.main.blocks.tab_dosage.settings,heading,Dosage,Dosis,translated
templates/product.stressbiotic.json,main-product,sections.main.blocks.tab_dosage.settings,content,"<p>Take 2 capsules once a day, preferably with a meal.</p>","<p>Toma 2 cápsulas una vez al día, preferiblemente con una comida.</p>",translated
templates/product.stressbiotic.json,main-product,sections.main.blocks.tab_shipping.settings,heading,Shipping,Envíos,translated
templates/product.stressbiotic.json,main-product,sections.main.blocks.tab_shipping.settings,content,<p>Free shipping on orders over $50. Standard delivery 3–5 business days.</p>,<p>Envío gratis en pedidos superiores a $50. Entrega estándar de 3 a 5 días hábiles.</p>,translated
templates/product.stressbiotic.json,main-product,sections.main.blocks.tab_returns.settings,heading,Return policy,Política de devoluciones,translated
